0,1,2,3,4,5,6,7,8,9,10
37.0,1.0,37.0,0.027000000000000003,1.0,1.0,37.0,37.0,37.0,1.0,1
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,1
15.0,1.0,15.0,0.067,1.0,1.0,15.0,15.0,15.0,1.0,1
1.0,35.0,35.0,35.0,0.8290000000000001,1.0,9.67,29.0,35.0,3.0,1
5.0,12.0,60.0,2.4,0.133,0.267,4.0,8.0,16.0,2.0,1
32.0,350.0,11200.0,10.938,0.142,0.402,3.96,1588.0,4497.0,401.0,1
1.0,147.0,147.0,147.0,0.8640000000000001,1.0,11.55,127.0,147.0,11.0,1
1.0,17.0,17.0,17.0,0.412,1.0,1.75,7.0,17.0,4.0,1
1.0,20.0,20.0,20.0,0.85,1.0,8.5,17.0,20.0,2.0,1
2.0,6.0,12.0,3.0,0.667,1.0,4.0,8.0,12.0,2.0,1
12.0,2.0,24.0,0.16699999999999998,0.625,0.667,15.0,15.0,16.0,1.0,1
6.0,21.0,126.0,3.5,0.198,0.444,1.67,25.0,56.0,15.0,1
1.0,71.0,71.0,71.0,0.521,1.0,2.31,37.0,71.0,16.0,1
1.0,63.0,63.0,63.0,0.952,1.0,20.0,60.0,63.0,3.0,1
168.0,145.0,24360.0,0.863,0.7979999999999999,0.963,13.06,19430.0,23457.0,1488.0,1
5.0,110.0,550.0,22.0,0.547,0.556,100.33,301.0,306.0,3.0,1
12.0,146.0,1752.0,12.167,0.091,0.128,26.67,160.0,225.0,6.0,1
1.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,1.0,1
72.0,96.0,6912.0,1.3330000000000002,0.488,0.5820000000000001,15.69,3374.0,4025.0,215.0,1
2.0,101.0,202.0,50.5,0.54,0.743,10.9,109.0,150.0,10.0,1
1.0,13.0,13.0,13.0,0.6920000000000001,1.0,3.0,9.0,13.0,3.0,1
2.0,537.0,1074.0,268.5,0.556,0.655,24.88,597.0,704.0,24.0,1
16.0,30.0,480.0,1.875,0.133,0.471,2.29,64.0,226.0,28.0,1
17.0,341.0,5797.0,20.059,0.935,0.998,36.38,5420.0,5784.0,149.0,1
27.0,4.0,108.0,0.14800000000000002,0.38,0.75,2.56,41.0,81.0,16.0,1
2.0,475.0,950.0,237.5,0.504,0.544,95.8,479.0,517.0,5.0,1
6.0,6.0,36.0,1.0,0.194,0.417,3.5,7.0,15.0,2.0,1
6.0,47.0,282.0,7.832999999999998,0.202,0.202,57.0,57.0,57.0,1.0,1
5.0,3.0,15.0,0.6,0.467,0.6,3.5,7.0,9.0,2.0,1
100.0,49.0,4900.0,0.49,0.093,0.4,1.77,458.0,1958.0,259.0,1
42.0,1.0,42.0,0.024,1.0,1.0,42.0,42.0,42.0,1.0,1
1.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,1.0,1
1.0,13.0,13.0,13.0,0.6920000000000001,1.0,4.5,9.0,13.0,2.0,1
153.0,158.0,24174.0,1.033,0.5870000000000001,0.6409999999999999,46.95,14180.0,15491.0,302.0,1
1.0,104.0,104.0,104.0,0.971,1.0,50.5,101.0,104.0,2.0,1
1.0,106.0,106.0,106.0,0.858,1.0,15.17,91.0,106.0,6.0,1
1.0,11.0,11.0,11.0,0.727,1.0,4.0,8.0,11.0,2.0,1
1.0,98.0,98.0,98.0,0.939,1.0,30.67,92.0,98.0,3.0,1
1.0,193.0,193.0,193.0,0.57,1.0,2.97,110.0,193.0,37.0,1
1.0,52.0,52.0,52.0,0.5379999999999999,1.0,14.0,28.0,52.0,2.0,1
16.0,21.0,336.0,1.3130000000000002,0.095,0.515,1.6,32.0,173.0,20.0,1
2.0,20.0,40.0,10.0,0.675,0.675,27.0,27.0,27.0,1.0,1
7.0,14.0,98.0,2.0,0.102,0.204,10.0,10.0,20.0,1.0,1
1.0,22.0,22.0,22.0,0.955,1.0,21.0,21.0,22.0,1.0,1
3.0,132.0,396.0,44.0,0.505,0.5579999999999999,20.0,200.0,221.0,10.0,1
53.0,48.0,2544.0,0.906,0.181,0.374,4.69,460.0,951.0,98.0,1
1.0,17.0,17.0,17.0,0.941,1.0,16.0,16.0,17.0,1.0,1
2.0,32.0,64.0,16.0,0.516,0.531,33.0,33.0,34.0,1.0,1
174.0,471.0,81954.0,2.707,0.339,0.433,15.84,27820.0,35499.0,1756.0,1
1.0,15.0,15.0,15.0,0.867,1.0,13.0,13.0,15.0,1.0,1
1.0,11.0,11.0,11.0,1.0,1.0,11.0,11.0,11.0,1.0,1
54.0,1.0,54.0,0.019,1.0,1.0,54.0,54.0,54.0,1.0,1
93.0,104.0,9672.0,1.118,0.451,0.611,4.25,4366.0,5908.0,1028.0,1
153.0,442.0,67626.0,2.889,0.114,0.215,6.27,7689.0,14538.0,1227.0,1
31.0,37.0,1147.0,1.194,0.189,0.555,2.07,217.0,637.0,105.0,1
1.0,537.0,537.0,537.0,1.0,1.0,537.0,537.0,537.0,1.0,1
4.0,9.0,36.0,2.25,0.611,0.611,22.0,22.0,22.0,1.0,1
168.0,135.0,22680.0,0.804,0.82,0.904,62.81,18591.0,20513.0,296.0,1
2.0,535.0,1070.0,267.5,0.545,0.629,24.29,583.0,673.0,24.0,1
34.0,27.0,918.0,0.794,0.219,0.5539999999999999,3.09,201.0,509.0,65.0,1
25.0,9.0,225.0,0.36,0.187,0.436,2.47,42.0,98.0,17.0,1
3.0,500.0,1500.0,166.67,0.373,0.421,19.28,559.0,632.0,29.0,1
68.0,34.0,2312.0,0.5,0.224,0.526,2.44,519.0,1215.0,213.0,1
1.0,23.0,23.0,23.0,0.826,1.0,19.0,19.0,23.0,1.0,1
1.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,1.0,1
9.0,13.0,117.0,1.444,0.103,0.752,4.0,12.0,88.0,3.0,1
1.0,44.0,44.0,44.0,0.25,1.0,2.2,11.0,44.0,5.0,1
1.0,46.0,46.0,46.0,0.7829999999999999,1.0,12.0,36.0,46.0,3.0,1
36.0,172.0,6192.0,4.7780000000000005,0.128,0.337,4.84,793.0,2086.0,164.0,1
10.0,1.0,10.0,0.1,1.0,1.0,10.0,10.0,10.0,1.0,1
1.0,186.0,186.0,186.0,0.828,1.0,9.06,154.0,186.0,17.0,1
2.0,536.0,1072.0,268.0,0.505,0.512,180.33,541.0,549.0,3.0,1
17.0,1.0,17.0,0.059,1.0,1.0,17.0,17.0,17.0,1.0,1
3.0,213.0,639.0,71.0,0.318,0.379,11.94,203.0,242.0,17.0,1
1.0,283.0,283.0,283.0,0.993,1.0,140.5,281.0,283.0,2.0,1
83.0,149.0,12367.0,1.795,0.388,0.472,28.77,4804.0,5838.0,167.0,1
1.0,34.0,34.0,34.0,0.353,1.0,1.71,12.0,34.0,7.0,1
1.0,45.0,45.0,45.0,0.7559999999999999,1.0,5.67,34.0,45.0,6.0,1
43.0,62.0,2666.0,1.442,0.08,0.17,6.63,212.0,454.0,32.0,1
261.0,30.0,7830.0,0.115,0.063,0.09,2.4,492.0,701.0,205.0,1
3.0,538.0,1614.0,179.33,0.37,0.424,22.11,597.0,685.0,27.0,1
4.0,108.0,432.0,27.0,0.778,0.826,56.0,336.0,357.0,6.0,1
26.0,1.0,26.0,0.038,1.0,1.0,26.0,26.0,26.0,1.0,1
1.0,28.0,28.0,28.0,0.964,1.0,27.0,27.0,28.0,1.0,1
33.0,28.0,924.0,0.848,0.098,0.271,5.69,91.0,250.0,16.0,1
1.0,187.0,187.0,187.0,0.963,1.0,25.71,180.0,187.0,7.0,1
28.0,32.0,896.0,1.143,0.481,0.742,7.43,431.0,665.0,58.0,1
1.0,40.0,40.0,40.0,1.0,1.0,40.0,40.0,40.0,1.0,1
2.0,62.0,124.0,31.0,0.452,0.565,11.2,56.0,70.0,5.0,1
163.0,161.0,26243.0,0.988,0.523,0.897,8.4,13725.0,23547.0,1634.0,1
12.0,4.0,48.0,0.333,0.292,1.0,2.0,14.0,48.0,7.0,1
14.0,2.0,28.0,0.14300000000000002,0.536,0.536,15.0,15.0,15.0,1.0,1
30.0,60.0,1800.0,2.0,0.154,0.457,1.85,278.0,823.0,150.0,1
2.0,536.0,1072.0,268.0,0.568,0.688,24.36,609.0,737.0,25.0,1
38.0,70.0,2660.0,1.842,0.059,0.062,19.63,157.0,165.0,8.0,1
1.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,1.0,1
52.0,48.0,2496.0,0.923,0.138,0.248,7.67,345.0,619.0,45.0,1
76.0,1.0,76.0,0.013,1.0,1.0,76.0,76.0,76.0,1.0,1
19.0,462.0,8778.0,24.316,0.523,0.688,16.88,4591.0,6035.0,272.0,1
212.0,464.0,98368.0,2.189,0.052000000000000005,0.07,11.84,5066.0,6884.0,428.0,1
5.0,7.0,35.0,1.4,0.229,0.6,2.67,8.0,21.0,3.0,1
6.0,5.0,30.0,0.833,0.3670000000000001,1.0,2.2,11.0,30.0,5.0,1
18.0,342.0,6156.0,19.0,0.847,0.897,43.48,5217.0,5522.0,120.0,1
2.0,157.0,314.0,78.5,0.506,0.551,26.5,159.0,173.0,6.0,1
38.0,1.0,38.0,0.026,1.0,1.0,38.0,38.0,38.0,1.0,1
10.0,7.0,70.0,0.7,0.157,0.6,1.57,11.0,42.0,7.0,1
16.0,4.0,64.0,0.25,0.156,0.531,5.0,10.0,34.0,2.0,1
6.0,7.0,42.0,1.167,0.238,0.69,10.0,10.0,29.0,1.0,1
8.0,1.0,8.0,0.125,0.875,1.0,7.0,7.0,8.0,1.0,1
3.0,259.0,777.0,86.333,0.411,0.481,13.29,319.0,374.0,24.0,1
1.0,117.0,117.0,117.0,0.974,1.0,38.0,114.0,117.0,3.0,1
11.0,1.0,11.0,0.091,1.0,1.0,11.0,11.0,11.0,1.0,1
1.0,19.0,19.0,19.0,0.632,1.0,4.0,12.0,19.0,3.0,1
4.0,5.0,20.0,1.25,0.35,0.8,2.33,7.0,16.0,3.0,1
1.0,27.0,27.0,27.0,0.259,1.0,1.4,7.0,27.0,5.0,1
83.0,314.0,26062.0,3.783,0.282,0.619,8.77,7353.0,16139.0,838.0,1
1.0,11.0,11.0,11.0,0.909,1.0,10.0,10.0,11.0,1.0,1
1.0,79.0,79.0,79.0,0.608,1.0,6.86,48.0,79.0,7.0,1
53.0,1.0,53.0,0.019,1.0,1.0,53.0,53.0,53.0,1.0,1
2.0,46.0,92.0,23.0,0.511,0.5539999999999999,47.0,47.0,51.0,1.0,1
32.0,106.0,3392.0,3.313,0.198,0.395,4.56,671.0,1341.0,147.0,1
4.0,7.0,28.0,1.75,0.28600000000000003,1.0,2.0,8.0,28.0,4.0,1
37.0,20.0,740.0,0.541,0.131,0.193,4.22,97.0,143.0,23.0,1
23.0,1.0,23.0,0.043,1.0,1.0,23.0,23.0,23.0,1.0,1
1.0,115.0,115.0,115.0,0.2,1.0,4.6,23.0,115.0,5.0,1
105.0,2.0,210.0,0.019,0.529,0.5329999999999999,111.0,111.0,112.0,1.0,1
4.0,8.0,32.0,2.0,0.344,0.531,5.5,11.0,17.0,2.0,1
2.0,236.0,472.0,118.0,0.5660000000000001,0.6890000000000001,10.27,267.0,325.0,26.0,1
1.0,255.0,255.0,255.0,0.6859999999999999,1.0,4.86,175.0,255.0,36.0,1
1.0,14.0,14.0,14.0,0.5,1.0,2.33,7.0,14.0,3.0,1
63.0,79.0,4977.0,1.254,0.338,0.345,186.78,1681.0,1718.0,9.0,1
6.0,17.0,102.0,2.833,0.13699999999999998,0.627,2.8,14.0,64.0,5.0,1
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,1
