0,1,2,3,4,5,6,7,8,9,10
54.24137,239.13414,20193.47,76.37788,0.5764102,0.6919444,87.83582,3611.0833,4911.2236,391.13828,0.99709606
4.1416545,52.92768,2442.6692,59.052696,0.8218986,0.99136966,68.31765,138.4144,883.75214,96.40266,1.0034282
28.051203,155.02939,10303.192,46.20988,0.5315528,0.67935294,53.34193,2693.0278,3687.1794,209.38876,0.99800974
10.958835,73.247696,-3715.431,46.64873,0.75886536,0.88779205,81.11932,581.4964,452.1529,63.684196,1.0058979
-14.9464855,151.85545,6255.4897,71.11777,0.70091623,0.79610306,63.584896,1657.9373,2743.41,186.60568,0.9958885
-8.848823,222.96443,2622.639,95.88026,0.5297688,0.66417915,65.01106,1382.7959,2772.2588,64.027405,0.99955684
18.247675,164.571,8581.403,58.048626,0.7005829,0.8183662,70.969666,1808.9513,3216.915,178.89432,0.998832
19.108908,73.20995,-1278.9167,40.459156,0.6336411,0.7523637,52.804832,363.23825,-577.66235,-87.02727,1.0089312
25.970043,39.505856,8191.014,-23.346186,0.31304002,0.50900114,-6.3030853,1781.3417,2868.4443,322.2913,0.99068075
54.564922,183.59424,14954.183,44.997036,0.41154554,0.584245,28.944431,2607.611,3509.8926,306.00375,0.9972677
33.9966,93.68517,6210.199,37.57332,0.631195,0.82206845,53.793606,1138.8674,1808.5546,121.42805,1.0098002
-2.2530007,235.17107,6215.289,117.6943,0.87614644,0.892665,96.46916,1293.675,2139.3525,100.322784,0.99461585
63.826263,176.49927,13899.32,47.178658,0.34883997,0.5158484,37.111965,2430.6116,4260.489,319.4568,0.99986374
58.31111,125.93043,8063.5938,-0.9040702,0.17580892,0.42231837,4.223442,1612.8145,2671.8958,212.28741,1.0037093
5.5513797,145.10245,-6260.418,146.71008,1.1425937,1.1162697,75.249016,-85.74861,-14.64242,42.056057,0.9991889
29.126804,156.39378,12335.809,36.892685,0.5517362,0.7036967,50.896454,2328.5117,3267.1013,244.14961,0.99808204
-15.932782,-0.5605116,-7824.7783,22.868206,0.57807857,0.86383,65.447556,-346.50412,97.420715,-3.3486469,1.0011897
16.646912,206.11916,12129.768,89.139565,0.6360142,0.72663033,68.419334,2121.4595,2965.4612,238.52835,0.9969138
43.818268,-16.02535,-9010.189,-7.163054,0.52661526,0.758835,8.239936,-310.99515,441.8051,5.4238286,1.0042875
72.24434,174.66992,5620.5747,77.4241,0.59948546,0.6923858,71.17979,2520.62,1354.0322,-2.3741815,1.0147333
26.797989,51.80058,5742.128,25.172913,0.7308416,0.91794217,78.951996,1785.4095,1176.7682,189.58032,1.0029036
64.22347,42.310886,2879.59,-20.912977,0.30108908,0.60659003,14.249055,1362.7456,1757.593,169.27182,1.0073657
11.985857,16.26988,3164.252,8.5431385,0.78868926,0.9706741,69.05228,592.6966,-306.2646,129.81683,1.0020387
4.633705,1.021684,-2082.2273,26.104002,0.9342907,1.0921266,75.758286,205.87036,-509.02652,165.29076,0.9987018
33.872955,-34.803684,-12457.737,10.446796,0.6612204,0.84981406,45.97886,-1465.0242,-746.1457,-8.669145,1.0033323
35.604855,38.849174,6334.994,-10.92343,0.61424255,0.83527166,53.48522,1736.2397,2952.5476,140.27425,0.99988407
-4.276796,34.058376,3178.4011,-8.731005,0.431203,0.6108783,14.766256,838.94116,1728.695,59.880882,1.0003135
24.658766,168.0815,11294.857,91.66032,0.724049,0.8014851,86.07338,1145.7808,2482.6035,186.86598,0.99737567
40.124214,97.24449,5324.3057,27.595575,0.6830906,0.8262318,64.559685,1988.4255,2402.4697,128.42374,0.99818486
39.530815,16.601898,2483.5378,-9.254098,0.59333694,0.8245017,59.18667,1486.8691,2726.1028,75.754234,1.0001445
-3.7710865,134.90727,13267.752,26.748362,0.519476,0.6888164,44.427658,2897.6687,4523.261,205.07623,1.0021244
-74.98844,-104.581314,-15360.036,-40.60522,0.5285477,0.76826,-17.512291,-2355.0635,-3966.692,-127.56075,0.98222613
56.74375,97.5607,-888.9391,47.07233,0.5522121,0.7107106,18.32282,1395.5028,927.07117,160.17513,1.002392
28.230484,193.07733,1056.3119,106.95326,0.83375496,0.9549893,108.94226,1476.2924,2087.8022,95.590164,0.9997532
-17.92533,111.31226,-2783.1636,88.49544,0.77781785,0.87886256,72.3314,1067.6239,1812.0957,97.218765,0.99962246
91.93542,203.90103,16192.318,48.938675,0.28208008,0.45040026,17.119123,2641.1597,3785.6533,396.10092,0.9977363
9.698914,88.43277,6475.3633,10.816975,0.5017463,0.67490655,28.653635,1737.2578,2084.5977,118.88926,0.99504024
50.721848,211.47334,3497.2307,81.32717,0.026598375,0.3548308,57.519913,1182.3739,2497.6904,250.65553,1.0036105
47.66606,21.45253,2237.9424,-27.78745,0.2769464,0.5067516,-6.5115256,-504.83652,-1005.81555,118.33442,1.0004425
-12.5898485,87.96559,4716.487,14.07416,0.5484922,0.7124776,32.59306,1305.086,1557.0973,22.953377,0.99994624
-8.063004,59.08466,1408.8644,38.76597,0.7655146,0.90136874,58.321266,319.0942,907.5592,37.986416,0.9984742
67.78393,153.44864,33703.9,-43.860477,0.12076425,0.45336524,20.86466,4706.753,7584.271,558.604,1.0032029
-19.992393,167.46626,3603.2803,129.06294,1.1075411,1.0899335,101.64004,361.99796,484.38736,47.974194,0.9963883
-3.254219,79.67761,-2661.179,48.861618,0.7379596,0.840266,60.886005,-122.07498,318.5124,-7.7175107,0.9984795
103.48446,142.12488,18409.691,-7.0950866,-0.12438178,0.24740724,11.669745,1773.6754,4971.6826,450.2045,1.0076334
67.7811,301.54346,30890.002,46.55027,-0.06322118,0.09689353,70.102715,3329.0974,6457.0186,667.0947,0.99385524
61.55315,100.24379,10132.461,2.1210623,0.4576326,0.6677965,39.233185,1905.9314,2543.9019,216.522,0.999349
82.70765,185.61058,13057.477,42.96044,0.25155076,0.43730733,25.068619,2514.6797,3554.4888,336.7516,1.0045003
9.265961,125.22551,10027.83,33.113537,0.53199327,0.70051116,47.830246,2826.3142,4219.2847,188.94484,0.9991712
94.583374,121.53346,-650.0444,36.579872,0.4420264,0.51483387,-3.4520214,2150.5925,723.4006,-24.23937,1.0128927
91.83522,201.31342,22932.078,40.56022,0.31976944,0.5150657,34.4025,4125.735,5420.571,479.5851,1.0003635
63.93738,-49.13162,-17338.113,29.211096,0.8854858,1.0709662,97.64962,280.29044,1183.5175,-70.60802,0.99367106
17.553644,166.11552,11216.671,45.255707,0.46854448,0.62278175,42.51353,3116.4734,5472.569,208.28506,0.999249
-77.37319,269.7244,-3518.5752,205.80406,1.1824031,1.0774834,159.25682,97.039055,-244.35771,-128.52881,1.0093547
66.63812,56.862835,5898.063,3.8250115,0.44812378,0.68710506,30.74766,1633.2875,2101.9912,231.5488,1.0033029
46.668602,80.05876,-1007.7551,50.07669,0.2632662,0.5327603,43.317173,-360.23737,-1088.4286,121.01121,1.0051566
60.18736,188.79819,20834.434,40.50908,0.4782744,0.66876227,62.950245,3516.1614,5292.633,409.40723,0.9956846
48.35425,225.93669,3068.0615,87.52029,0.18186018,0.33264732,73.83479,407.43152,2382.1584,326.72372,0.9911138
31.019184,-96.82457,2727.6726,-68.12099,0.5674535,0.8052844,5.805812,-1157.9819,-3153.5088,-89.295746,0.9972788
5.5424714,458.9443,11659.919,256.06427,0.7349136,0.7661833,166.1368,2018.5116,2700.6082,305.0703,1.0041639
40.484367,27.00214,4404.448,-6.8470473,0.2488525,0.51520264,4.3402624,-254.22852,-1430.0472,55.416576,1.0112224
-28.974226,46.305256,-5814.7505,74.35211,1.0267684,1.116234,95.643295,876.31055,948.47943,75.166176,1.003907
93.73269,113.662445,3680.8237,39.390198,0.2749836,0.52555466,-1.9005498,1183.7344,2152.9373,341.39835,1.0023632
14.879983,103.1656,6956.248,38.119328,0.6501779,0.7973134,49.046024,2129.5115,3377.0522,123.007195,0.9982557
31.545963,80.3071,4718.616,35.4989,0.29802608,0.5295293,57.808273,1189.7471,426.19928,215.31218,0.9993408
45.10126,-73.23631,-3521.1755,-44.69799,0.62775654,0.95565814,88.98186,287.45355,4800.7637,157.20067,0.9874524
23.16912,78.03805,404.48007,54.674942,0.8205776,0.8962745,76.49111,246.20494,333.67905,-24.268257,1.0031968
10.737985,107.09937,5641.275,25.95676,0.5325408,0.6918099,38.813766,1498.8068,1803.1398,132.48889,0.9956795
6.178624,77.68726,3159.509,18.124817,0.629921,0.78561234,48.62289,1377.3531,2047.9237,102.532135,0.9973461
16.235798,141.02812,7696.013,48.525696,0.7098999,0.7969279,72.22636,1501.3594,1909.0986,147.38683,0.99724483
23.177504,19.814585,-746.0759,13.336715,0.6890884,0.8688719,62.417847,561.86334,267.19077,70.86147,0.9986446
35.85151,132.33134,11830.741,34.95508,0.49570885,0.6462369,38.822147,2095.6936,3035.921,239.59479,0.9988326
51.586594,137.62032,13385.969,25.065065,0.5469454,0.7120297,51.829052,2634.1824,3698.3162,251.56529,0.9986783
30.687988,203.76042,16638.398,89.29662,0.6896255,0.81092805,71.72366,2815.731,4297.661,308.55176,1.0015442
-28.944742,44.929817,-4447.278,69.88509,0.94151217,1.0475395,71.98666,64.19838,30.658875,65.229744,0.99928045
1.6563808,121.54275,8449.967,46.708218,0.65337104,0.7648031,66.779465,-67.90227,77.391884,109.18754,1.0013223
-10.91439,64.7106,-819.3706,38.191154,0.602065,0.7557455,48.803905,501.27438,644.1437,51.415127,0.9991599
18.535938,125.25608,5185.4297,55.39492,0.5282137,0.68336403,38.648216,955.2412,2352.8677,47.33028,0.9996782
4.47966,-8.833016,3870.4019,-24.622446,0.570515,0.81156814,33.891705,630.23926,680.8176,79.65601,1.0020757
74.14604,101.91079,-1227.3529,27.845623,0.27433637,0.52821404,35.19242,931.2797,1641.4138,70.71634,1.0034487
46.181004,114.64347,1534.5265,23.224438,0.30561274,0.5060554,27.417656,975.4639,1136.594,19.748817,1.0020537
-3.1265337,121.17298,501.2123,94.1218,0.8521098,0.95384556,89.22063,1595.626,2719.732,96.74731,1.0007979
12.727211,98.35054,-1516.444,92.284134,0.99953365,1.1735114,131.01012,1057.9935,981.81433,68.82006,1.0045891
-2.8898776,52.899593,3350.8535,21.48172,0.47637555,0.6717857,43.566444,242.9163,819.3114,25.637241,1.001288
35.6162,126.45186,7787.1104,26.36446,0.51570886,0.675717,51.24565,1648.8622,2452.3506,180.28998,1.0008278
114.52158,141.11877,10114.428,29.650787,0.30562982,0.543878,9.695927,3020.5989,3530.0933,351.12973,1.00679
51.346798,92.791016,-2087.624,40.999275,0.5389359,0.696618,13.587,576.00366,699.4862,138.99661,1.0023718
35.07358,97.52469,2465.529,49.15578,0.71398246,0.87859565,66.37418,1158.5907,1951.2108,156.83446,0.99707174
-1.6824015,263.5281,7591.904,120.229256,0.70059556,0.7222581,95.63885,1801.2976,2353.0818,137.98717,0.997005
24.478,-19.529322,1429.2053,-14.535375,0.7149973,0.95466685,67.92484,1397.5435,2258.889,51.118603,1.0025482
13.0356245,147.17485,1462.8038,104.75068,0.79915196,0.90128696,78.375374,1801.001,2982.2046,159.43747,1.0018367
4.5778856,72.04,5131.876,20.98937,0.6446738,0.7786226,58.51127,935.1064,1278.3639,69.49225,1.0011308
38.291355,174.01953,26407.018,10.282023,0.3252337,0.5824269,44.57399,3723.7625,5976.9907,452.12863,0.999642
34.77919,0.21545829,7210.1333,-29.543802,0.55114925,0.84098417,67.677734,2479.3945,4739.7324,102.86663,1.0047526
29.461367,28.285496,3417.6772,-11.909723,0.2273767,0.54383856,70.999466,1353.3712,2014.8857,145.05948,0.9965109
59.583405,63.378353,1960.0905,15.682887,0.45432878,0.6679814,12.065592,1168.3829,1792.8759,154.76228,1.0025903
-43.79251,17.376883,-5618.1313,26.23688,0.5754289,0.82253546,34.627254,-397.9505,-573.8336,-44.18835,1.0043008
6.9005704,19.465176,962.7716,21.919386,0.5341024,0.7567449,35.961636,-214.2029,-138.42316,91.169975,1.0025936
6.3660297,137.57602,8507.443,48.943645,0.524741,0.68168336,31.311684,1322.5406,2269.559,191.91496,0.9986837
46.483986,-0.2775846,1450.5535,-9.52179,0.63190264,0.8635192,41.43314,936.353,1592.6873,118.77893,0.99683523
47.651535,166.50703,13174.345,50.520687,0.4941778,0.63400745,48.422024,2412.832,3475.9783,299.1615,0.99840456
-30.339958,95.554634,-9939.97,107.15544,0.7981926,0.8872287,89.78639,-957.2376,-1546.8942,-121.03792,1.0039732
-0.2988096,33.547764,-142.95834,14.636381,0.69939125,0.8446092,57.20485,-233.64363,-1137.561,-55.9818,1.0003319
6.957144,70.91404,5645.558,37.840042,0.7233177,0.87633026,76.85309,816.738,1710.9714,146.16603,1.0022221
16.927223,106.624626,-3856.2427,109.00188,0.9789201,0.9916152,73.55885,-415.23224,-60.65304,26.201334,1.002913
104.6569,56.026638,6934.266,3.9642146,0.34810573,0.5896802,4.110396,2145.9978,2416.2375,299.10104,1.0021851
13.554335,96.87498,3033.9604,25.699736,0.6519931,0.8208804,48.64162,1727.9906,2456.0286,5.5427556,1.0001463
6.666038,-47.826603,-11487.765,32.1672,1.0381334,1.122869,72.12047,-1139.0908,-2193.3572,-216.52362,1.0024204
66.85876,173.42705,8017.149,78.3668,0.62594324,0.75336206,48.461372,1790.1094,2610.5525,280.02676,1.0045877
1.0089682,70.22939,6630.2764,23.003284,0.6656688,0.8470972,39.94228,1923.685,3877.3447,11.184938,1.0032048
70.92699,269.91873,2771.1248,165.25662,0.67337257,0.632508,83.35449,952.4275,1437.6729,159.99309,0.99495703
