0,1,2,3,4,5,6,7,8,9
1.515706,12.71835,3.46179,1.56116,73.19800000000002,0.67068,8.08772,0.0,0.1224,1
1.51746006,12.83805,3.5022,1.14065,73.2708,0.5589,8.5504,0.0,0.0,1
1.51966972,14.7732,3.74915,0.29,72.02199999999998,0.03105,9.00232,0.0,0.0,1
1.51761952,12.61195,3.592,1.3107799999999998,73.2876,0.57753,8.4966,0.0,0.0,1
1.51761952,13.88875,3.6009800000000003,1.35893,72.7276,0.47817,7.82948,0.0,0.0,1
1.52171992,13.4831,3.74017,0.8999,72.0108,0.18009,9.60488,0.0,0.0357,1
1.51566044,13.29025,3.44832,1.21127,72.7388,0.5589,8.57192,0.0,0.0,1
1.51215232,12.991,3.47077,1.12139,72.9796,0.621,8.34596,0.0,0.1581,1
1.52099096,13.68925,3.592,1.12139,71.9604,0.08694,9.40044,0.0,0.0,1
1.51736894,12.7782,3.61894,1.29152,72.7892,0.58995,8.701039999999999,0.0,0.0,1
1.51755118,13.1506,3.60996,1.05077,73.2372,0.5713199999999999,8.23836,0.0,0.0,1
1.51782454,12.69175,3.53812,1.33967,72.9516,0.5713199999999999,8.75484,0.0,0.0,1
1.51869018,13.1905,3.3719900000000003,1.17917,72.722,0.5713199999999999,8.830160000000003,0.0,0.0816,1
1.51784732,13.7745,3.4887300000000003,1.2786799999999998,72.862,0.60237,8.48584,0.0,0.0,1
1.51905466,13.6028,3.61894,1.10855,72.638,0.14282999999999998,8.75484,0.0,0.0,1
1.51750562,12.81145,3.56955,1.3493,73.0188,0.621,8.59344,0.0,0.0,1
1.52226664,14.16805,3.81201,0.78113,71.35,0.0,9.69096,0.0,0.0,1
1.51748284,12.858,3.56057,1.26905,73.2092,0.54027,8.37824,0.0,0.0867,1
1.51777898,13.21045,3.38995,1.33004,72.7612,0.58995,8.59344,0.0,0.0,1
1.51755118,13.39,3.65935,1.1888,72.7892,0.5713199999999999,8.27064,0.0,0.0561,1
1.51743728,13.2969,3.6009800000000003,1.14065,73.0916,0.57753,8.1738,0.0,0.0,1
1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0.0,0.0,1
1.51618438,13.52965,3.55159,1.53869,72.9908,0.39123,7.77568,0.0,0.0,1
1.51793844,13.21045,3.47975,1.41029,72.638,0.58995,8.432039999999999,0.0,0.0,1
1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0.0,0.0306,1
1.52666318,13.9885,3.69976,0.7105100000000001,71.5684,0.01863,9.82008,0.0,0.051,1
1.51925968,13.19715,3.33158,1.2786799999999998,72.358,0.60237,9.1422,0.0,0.0561,1
1.51919134,14.417,3.57853,1.36856,72.078,0.5589,8.30292,0.0,0.0,1
1.5229956,13.3102,3.57853,0.81965,71.9884,0.11799,10.17516,0.0,0.0153,1
1.51823458,12.8713,3.47975,1.29152,72.9516,0.60237,8.432039999999999,0.0,0.0,1
1.51761952,12.79815,3.65935,1.26905,73.0076,0.60237,8.561160000000001,0.0,0.0,1
1.5219705,14.3609,3.84793,0.8902700000000001,71.3612,0.14904,9.15296,0.0,0.0,1
1.5176423,12.9777,3.53812,1.21127,73.002,0.65205,8.528880000000001,0.0,0.0,1
1.51910022,13.90205,3.73119,1.17917,72.1228,0.0621,8.89472,0.0,0.0,1
1.52101374,13.6427,4.49,1.09892,71.7812,0.0621,8.75484,0.0,0.0,1
1.5177562,12.85135,3.47975,1.23053,72.9684,0.60858,8.561160000000001,0.09135,0.1122,1
1.51837126,13.1373,2.84217,1.2786799999999998,72.8508,0.55269,9.06688,0.0,0.0,1
1.51777898,13.21045,2.81074,1.29152,72.9796,0.50922,9.02384,0.0,0.459,1
1.51755118,12.99765,3.6009800000000003,1.35893,72.9908,0.5713199999999999,8.39976,0.0,0.0561,1
1.51910022,13.88875,3.52914,1.32041,71.8092,0.50922,8.77636,0.11025,0.0,1
1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0.0,0.0969,1
1.5215149,13.05085,3.65037,0.8710100000000001,72.218,0.19251,9.85236,0.0,0.0867,1
1.51784732,12.67845,3.66833,1.15991,73.1084,0.60858,8.701039999999999,0.0,0.0,1
