0,1,2,3,4,5,6,7,8,9
1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.152280000000001,0.0,0.0,0
1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0.0,0.051,0
1.51652608,13.5629,3.56955,1.47128,72.4476,0.63963,7.9586,0.0,0.0,0
1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0.0,0.0,0
1.52126432,14.321,3.90181,0.8292799999999999,71.5012,0.0,9.48652,0.0,0.0,0
1.51711836,12.89125,3.61894,1.57079,72.9572,0.60858,8.10924,0.0,0.0,0
1.51732338,14.95275,0.0,1.7987,72.9908,0.0,8.61496,1.5498,0.0,0
1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0.0,0.0,0
1.51937358,13.789,2.41113,1.1888,72.7612,0.0,9.76628,0.0,0.0,0
1.52121876,14.0284,3.75813,0.5789,71.7924,0.11178,9.64792,0.0,0.0,0
1.51841682,13.0176,3.61894,1.0604,72.3412,0.63963,9.13144,0.0,0.0765,0
1.51509094,15.15225,0.0,2.25131,73.5004,0.0,8.3352,0.63,0.0,0
1.51693612,12.858,3.57853,1.3107799999999998,72.61,0.60858,8.78712,0.0,0.0,0
1.51818902,12.6186,2.76135,0.8292799999999999,73.8084,0.34776,9.42196,0.0,0.102,0
1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0.0,0.0612,0
1.51686778,13.2304,3.53812,1.48091,72.8396,0.5589,8.09848,0.0,0.0,0
1.5171867,14.75325,0.0,2.00093,73.0188,0.0,8.528880000000001,1.59075,0.0408,0
1.5177562,13.52965,3.40791,1.5194299999999998,72.0388,0.57753,8.78712,0.0,0.0,0
1.51727782,14.70005,0.0,2.34119,73.282,0.0,8.94852,0.6615,0.0,0
1.52247166,14.85965,2.2001,2.05871,70.258,0.75762,9.75552,0.0,0.0,0
1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.9908800000000015,0.0,0.0,0
1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0.0,0.51,0
1.5161616000000002,14.95275,0.0,2.27057,73.2988,0.0,8.7118,0.67095,0.0,0
1.5166171999999998,12.85135,3.5111800000000004,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,0
1.51709558,12.99765,3.47077,1.7890700000000002,72.722,0.6582600000000001,8.184560000000001,0.0,0.0,0
1.51531874,14.38085,0.0,2.65898,73.0972,0.03726,9.07764,0.63945,0.0,0
1.51830292,14.3875,0.0,1.82117,72.862,1.40967,6.47372,2.8791,0.0,0
1.51130946,13.68925,3.2013700000000003,1.81154,72.8116,1.7574299999999998,5.43,1.1907,0.0,0
1.5193508,13.6427,3.53812,0.74903,72.6492,0.16146,8.89472,0.1512,0.1224,0
1.5159338,13.09075,3.592,1.5194299999999998,73.0972,0.67068,7.82948,0.0,0.0,0
1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0.0,0.1224,0
1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0.0,0.0,0
1.51315464,13.0176,0.0,3.04097,70.482,6.21,6.95792,0.0,0.0,0
1.51622994,14.2013,0.0,2.7905900000000003,73.4612,0.03726,9.04536,0.40005,0.459,0
1.51645774,13.4033,3.4887300000000003,1.5194299999999998,72.6492,0.67068,8.07696,0.0,0.051,0
1.52474966,11.4482,0.0,1.87895,72.19,0.8073,13.24176,0.0,0.1734,0
1.51591102,13.0176,3.57853,1.5098,73.1196,0.6893100000000001,7.9586,0.0,0.0,0
1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0.0,0.051,0
1.51645774,13.03755,3.3989300000000005,1.25942,73.0076,0.52164,8.58268,0.0,0.0,0
1.51618438,13.01095,3.5022,1.48091,72.89,0.60237,8.12,0.0,0.0,0
1.51837126,14.321,3.2597400000000003,2.21921,71.2492,1.45935,5.7850800000000016,1.62855,0.0,0
1.51645774,13.40995,3.55159,1.24979,72.8116,0.6831,8.09848,0.0,0.0,0
1.51588824,13.11735,3.40791,1.5804200000000002,73.2596,0.06831,8.389,0.0,0.0969,0
1.51800678,13.7092,3.92875,1.53869,71.8092,0.54027,8.20608,0.0,0.0765,0
1.51994308,13.2703,0.0,1.76018,73.03,0.4719600000000001,11.31572,0.0,0.0,0
1.51657164,14.7998,0.0,1.9913,73.1084,0.0,8.2814,1.71045,0.0,0
1.5162755,12.99765,3.57853,1.53869,72.8284,0.60858,8.04468,0.0,0.0,0
1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0.0,0.0,0
1.51711836,14.2279,0.0,2.08118,73.3604,0.0,8.61496,1.6695,0.0,0
1.5132002,12.99765,0.0,3.0185,70.7004,6.21,6.92564,0.0,0.0,0
1.51887242,14.99265,0.7812600000000001,1.74092,72.498,0.0,9.9492,0.0,0.0,0
1.51299518,14.4008,1.74212,1.53869,74.5476,0.0,7.59276,0.0,0.0,0
1.51914578,12.73165,1.84988,1.85969,72.6884,0.60237,10.08908,0.0,0.0,0
1.51645774,13.4432,3.60996,1.53869,72.3916,0.6582600000000001,8.03392,0.0,0.0,0
1.51905466,14.0018,2.38868,1.56116,72.3692,0.0,9.5726,0.0,0.0,0
1.51572878,14.85965,3.66833,1.74092,71.8708,0.16146,7.356039999999999,0.0,0.0612,0
1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.432039999999999,0.0,0.0,0
1.51625272,13.35675,3.57853,1.49054,72.722,0.44712,8.20608,0.0,0.0,0
1.523679,13.4432,0.0,1.5804200000000002,72.218,0.32292,12.24108,0.0,0.0,0
1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0.0,0.0714,0
1.51591102,12.8181,3.52016,1.90142,72.862,0.6893100000000001,7.969360000000001,0.0,0.0,0
1.51613882,13.8821,1.77804,1.7890700000000002,73.0972,0.0,8.66876,0.75915,0.0,0
1.5163893999999998,12.5521,3.47975,1.86932,73.2316,0.62721,8.07696,0.0,0.459,0
1.51622994,14.14145,0.0,2.88047,72.61,0.08073,9.18524,1.06155,0.0,0
1.53393,12.2994,0.0,0.99941,70.1628,0.11799,16.19,0.0,0.1224,0
1.52222108,14.4274,0.0,0.99941,72.6716,0.09936,11.52016,0.0,0.0408,0
1.5196925,12.63855,0.0,1.65104,73.7524,0.37881,11.53092,0.0,0.0,0
1.52210718,14.188,3.780580000000001,0.90953,71.3612,0.22977,9.1422,0.0,0.1887,0
1.51916856,14.1481,0.0,2.09081,72.7388,0.0,10.88532,0.0,0.0,0
1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0.0,0.1122,0
1.51652608,11.94695,0.0,1.1888,75.1804,2.70135,8.927,0.0,0.0,0
1.52119598,12.97105,0.32777,1.5098,73.3884,0.13041,11.27268,0.0,0.1428,0
1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0.0,0.0,0
1.51828014,14.46065,2.24051,1.61894,72.3804,0.0,9.26056,0.0,0.0,0
1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0.0,0.0,0
1.51115,17.38,0.0,0.34136,75.41,0.0,6.64588,0.0,0.0,0
1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0.0,0.459,0
1.51871296,12.93115,3.65935,1.56116,72.5092,0.57753,8.5504,0.0,0.0612,0
1.52171992,11.56125,1.88131,1.56116,72.862,0.4719600000000001,11.41256,0.0,0.0,0
1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0.0,0.0,0
1.52739214,11.0226,0.0,0.74903,73.0804,0.0,14.96336,0.0,0.0,0
1.51663998,13.1373,3.44832,1.76018,72.4812,0.60237,8.37824,0.0,0.0867,0
1.51609326,15.126,0.0,2.51132,73.0524,0.04968,8.830160000000003,0.5292,0.0,0
1.51663998,12.93115,3.53812,1.61894,72.9572,0.63963,8.03392,0.0,0.1071,0
1.51812068,12.95775,2.95891,1.42955,72.918,0.60237,8.78712,0.1386,0.0,0
1.5151365,14.00845,2.68053,3.5,69.8884,1.68291,5.87116,2.1987,0.0,0
1.51891798,13.46315,3.82997,1.25942,72.5484,0.5713199999999999,8.20608,0.0,0.0714,0
1.52365622,15.79065,1.83192,1.3107799999999998,70.4316,0.3105,8.61496,1.67895,0.0,0
1.52058092,12.85135,1.61191,2.17106,72.1788,0.75762,9.70172,0.2394,0.2601,0
1.516845,14.9195,0.0,1.9913,73.58,0.0,8.39976,1.59075,0.0,0
1.52315506,13.4432,3.34056,1.23053,72.3804,0.60237,8.830160000000003,0.0,0.0,0
1.51408862,14.24785,3.08912,2.08118,72.2796,1.09917,7.0762800000000015,0.0,0.0,0
1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0.0,0.0,0
1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0.0,0.1632,0
1.5170728,13.7225,3.6818,1.81154,72.0612,0.63963,7.88328,0.0,0.0,0
1.52080872,13.78235,2.28092,1.42955,71.9884,0.49059,9.85236,0.0,0.0867,0
1.5165033,14.38085,0.0,1.93994,73.6124,0.0,8.47508,1.5687,0.0,0
1.5163893999999998,14.36755,0.0,2.73923,72.8508,0.0,9.45424,0.53865,0.0,0
1.51812068,13.33015,3.84793,1.24979,72.778,0.52164,8.12,0.0,0.0,0
1.52042146,13.3767,0.0,1.40066,72.2516,0.32913000000000003,12.49932,0.0,0.0,0
