0,1,2,3,4,5,6,7,8,9
1.5160589,13.665171,3.6844378,1.344994,72.88793,0.67091763,7.568337,-0.22931707,0.008261166,0.98727036
1.5207505,13.206833,1.8965389,1.4191434,71.84798,0.33139595,9.141667,0.41466394,0.06773214,1.053974
1.5196093,12.730011,3.233287,1.5975469,72.50635,0.47175273,8.687597,0.22398625,0.07777011,1.0267036
1.5200424,12.977668,2.8733366,1.473638,72.0656,0.45879972,9.754704,0.20553795,0.120573744,0.9923933
1.518492,14.157096,3.787873,1.2157227,73.25188,0.61802465,7.1292295,-0.7638036,-0.0148493545,0.97359544
1.5208677,13.5907135,2.49199,1.2902532,72.515,0.37769344,9.955121,-0.27931124,0.045249157,0.98019964
1.5214136,13.660308,2.01979,1.1555196,72.55494,0.26370242,9.783086,0.013224791,0.059591543,0.9523261
1.5154994,13.299667,3.720783,1.472776,73.12167,0.64303726,7.58168,-0.31304476,0.03286294,1.0077655
1.5158867,13.810824,4.207832,1.3413978,73.56954,0.6886778,6.472676,-0.80220747,-0.025213495,0.9942244
1.5154716,13.279802,4.015559,1.5030013,73.19905,0.66248626,7.594831,-0.26260066,-0.0097284755,1.011389
1.5178295,13.691636,3.3949115,1.3879609,72.75408,0.5861547,8.49907,-0.35481954,0.027328275,0.98700523
1.5169294,12.638357,3.7893138,1.6101116,72.91319,0.583934,8.370618,0.2875148,0.05770809,1.0254126
1.5135196,12.27249,4.001747,1.5898461,73.35275,0.63258594,7.362491,0.25292262,0.06895509,1.0250709
1.5158824,12.868397,3.5042236,1.5690072,72.49357,0.6499435,8.090017,0.44932383,0.06490548,1.0185504
1.5197053,13.192205,2.9271946,1.5063947,72.01002,0.60213387,9.720389,0.5126953,0.10365336,0.9944357
1.5172266,13.904063,3.389432,1.3026366,72.53587,0.65093833,8.0908985,-0.2713149,0.034941267,0.9601491
1.5180395,14.037116,3.1435533,1.2499187,72.50728,0.64106506,8.352935,-0.14380606,0.021318117,0.97364134
1.5125107,12.356736,4.1905046,1.5878426,73.56781,0.66656256,7.0956283,0.071887925,0.029586814,1.0299319
1.5188407,13.371085,2.7702975,1.3644408,72.62094,0.5160381,9.127928,-0.031869695,0.0797197,0.9934956
1.518515,14.33922,3.6294396,1.1465795,72.93433,0.5943206,7.3473587,-0.6326045,-0.0072641615,0.93870044
1.5186863,13.090242,3.1511695,1.476081,72.2208,0.546526,8.917906,0.17742705,0.115630835,0.97676736
