0,1,2,3,4,5,6,7,8,9,10
66.0,3.0,198.0,0.045,0.657,0.909,2.6,130.0,180.0,50.0,1
21.0,2.0,42.0,0.095,0.738,0.738,31.0,31.0,31.0,1.0,1
6.0,7.0,42.0,1.167,0.238,0.69,10.0,10.0,29.0,1.0,1
1.0,25.0,25.0,25.0,1.0,1.0,25.0,25.0,25.0,1.0,1
1.0,186.0,186.0,186.0,0.828,1.0,9.06,154.0,186.0,17.0,1
1.0,14.0,14.0,14.0,1.0,1.0,14.0,14.0,14.0,1.0,1
31.0,1.0,31.0,0.032,1.0,1.0,31.0,31.0,31.0,1.0,1
2.0,98.0,196.0,49.0,0.48,0.653,9.4,94.0,128.0,10.0,1
1.0,15.0,15.0,15.0,0.5329999999999999,1.0,2.0,8.0,15.0,4.0,1
1.0,42.0,42.0,42.0,0.19,1.0,1.6,8.0,42.0,5.0,1
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,1
1.0,48.0,48.0,48.0,0.875,1.0,10.5,42.0,48.0,4.0,1
2.0,535.0,1070.0,267.5,0.564,0.614,40.2,603.0,657.0,15.0,1
101.0,99.0,9999.0,0.98,0.14,0.778,2.02,1398.0,7780.0,691.0,1
37.0,72.0,2664.0,1.946,0.12,0.257,7.64,321.0,685.0,42.0,1
1.0,180.0,180.0,180.0,0.983,1.0,88.5,177.0,180.0,2.0,1
86.0,67.0,5762.0,0.779,0.16399999999999998,0.935,2.37,947.0,5386.0,399.0,1
13.0,13.0,169.0,1.0,0.124,0.45,3.5,21.0,76.0,6.0,1
8.0,9.0,72.0,1.125,0.125,0.319,4.5,9.0,23.0,2.0,1
14.0,19.0,266.0,1.357,0.128,0.541,2.83,34.0,144.0,12.0,1
1.0,94.0,94.0,94.0,0.564,1.0,3.31,53.0,94.0,16.0,1
187.0,137.0,25619.0,0.733,0.899,0.991,29.29,23025.0,25400.0,786.0,1
1.0,33.0,33.0,33.0,1.0,1.0,33.0,33.0,33.0,1.0,1
1.0,28.0,28.0,28.0,0.536,1.0,3.0,15.0,28.0,5.0,1
1.0,39.0,39.0,39.0,0.897,1.0,8.75,35.0,39.0,4.0,1
118.0,105.0,12390.0,0.89,0.052000000000000005,0.105,3.33,642.0,1296.0,193.0,1
1.0,255.0,255.0,255.0,0.6859999999999999,1.0,4.86,175.0,255.0,36.0,1
1.0,117.0,117.0,117.0,0.974,1.0,38.0,114.0,117.0,3.0,1
1.0,37.0,37.0,37.0,0.8109999999999999,1.0,6.0,30.0,37.0,5.0,1
1.0,26.0,26.0,26.0,1.0,1.0,26.0,26.0,26.0,1.0,1
1.0,102.0,102.0,102.0,0.961,1.0,24.5,98.0,102.0,4.0,1
1.0,70.0,70.0,70.0,1.0,1.0,70.0,70.0,70.0,1.0,1
54.0,357.0,19278.0,6.6110000000000015,0.324,0.644,6.22,6238.0,12422.0,1003.0,1
1.0,14.0,14.0,14.0,1.0,1.0,14.0,14.0,14.0,1.0,1
1.0,17.0,17.0,17.0,0.8240000000000001,1.0,4.67,14.0,17.0,3.0,1
1.0,73.0,73.0,73.0,0.616,1.0,3.75,45.0,73.0,12.0,1
8.0,1.0,8.0,0.125,0.875,1.0,7.0,7.0,8.0,1.0,1
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,1
19.0,47.0,893.0,2.474,0.078,0.112,3.89,70.0,100.0,18.0,1
14.0,17.0,238.0,1.214,0.113,0.387,1.8,27.0,92.0,15.0,1
2.0,62.0,124.0,31.0,0.452,0.565,11.2,56.0,70.0,5.0,1
13.0,1.0,13.0,0.077,1.0,1.0,13.0,13.0,13.0,1.0,1
1.0,172.0,172.0,172.0,0.465,1.0,1.04,80.0,172.0,77.0,1
6.0,5.0,30.0,0.833,0.233,0.633,1.75,7.0,19.0,4.0,1
1.0,65.0,65.0,65.0,0.6459999999999999,1.0,3.0,42.0,65.0,14.0,1
2.0,6.0,12.0,3.0,0.667,1.0,4.0,8.0,12.0,2.0,1
1.0,10.0,10.0,10.0,0.9,1.0,9.0,9.0,10.0,1.0,1
9.0,10.0,90.0,1.111,0.14400000000000002,0.522,6.5,13.0,47.0,2.0,1
28.0,31.0,868.0,1.107,0.508,0.767,7.47,441.0,666.0,59.0,1
7.0,13.0,91.0,1.857,0.154,0.484,2.0,14.0,44.0,7.0,1
2.0,537.0,1074.0,268.5,0.556,0.655,24.88,597.0,704.0,24.0,1
1.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,1.0,1
1.0,23.0,23.0,23.0,0.348,1.0,1.6,8.0,23.0,5.0,1
1.0,75.0,75.0,75.0,0.813,1.0,5.55,61.0,75.0,11.0,1
7.0,1.0,7.0,0.14300000000000002,1.0,1.0,7.0,7.0,7.0,1.0,1
1.0,86.0,86.0,86.0,0.93,1.0,40.0,80.0,86.0,2.0,1
3.0,537.0,1611.0,179.0,0.345,0.405,22.24,556.0,652.0,25.0,1
1.0,13.0,13.0,13.0,0.846,1.0,5.5,11.0,13.0,2.0,1
1.0,14.0,14.0,14.0,0.5710000000000001,1.0,2.0,8.0,14.0,4.0,1
1.0,161.0,161.0,161.0,0.41,1.0,1.02,66.0,161.0,65.0,1
1.0,199.0,199.0,199.0,0.99,1.0,197.0,197.0,199.0,1.0,1
