0,1,2,3,4,5,6,7,8
0.45695597,0.5503172,0.50221676,0.20995688,0.5138669,0.00042948872,0.50599223,0.36322737,1.0036714
0.4762274,0.4751592,0.49120975,0.29935846,0.5157814,0.0062464643,0.4881155,0.36780614,1.005528
0.45326915,0.44862056,0.5514364,0.21665938,0.4964584,-0.009654187,0.47265962,0.32804438,0.9939427
0.4845526,0.5009866,0.5031329,0.19829737,0.51231855,-0.0053127743,0.5035907,0.31402093,0.99400043
0.44585964,0.40623763,0.5138778,0.23054728,0.48843062,-0.0046635494,0.5543016,0.30905253,1.0033116
0.46808544,0.4583615,0.49503917,0.26020077,0.5107561,-0.00030924007,0.5114796,0.38772398,0.9970968
0.4017771,0.42686823,0.5308652,0.21636459,0.4990915,-0.0003142543,0.45620537,0.37272844,0.9967475
0.41616789,0.4124851,0.52298695,0.24489301,0.4955009,-0.00030670688,0.49259147,0.32406792,0.9948795
0.44367358,0.45852187,0.53511024,0.16283894,0.4963218,-0.013723355,0.4773664,0.39288443,0.99139583
0.42039004,0.4225129,0.5130453,0.25096223,0.50968295,-0.0033368766,0.4777159,0.29286692,1.0095247
0.46571702,0.43505967,0.5286149,0.26131696,0.501707,-0.0023063608,0.5098997,0.31937358,0.9977341
0.46925437,0.43695387,0.544209,0.19198228,0.4922479,-0.0023311712,0.51979756,0.40828907,1.0039952
0.44759548,0.47367144,0.46923792,0.2382356,0.51513636,-0.003169354,0.49453267,0.31981337,0.9996143
0.41829577,0.48740256,0.48725748,0.19121188,0.4919453,0.0018617548,0.4640328,0.4369892,0.9941432
0.4562501,0.5005384,0.547298,0.21799809,0.49547723,-0.0048781782,0.46259713,0.40249684,0.9959395
0.45689481,0.45133337,0.54315567,0.22773324,0.4994945,-0.008846089,0.512846,0.3653948,0.9963554
0.4374962,0.42665038,0.53244036,0.23808227,0.49947992,-0.0057769753,0.51288766,0.25733182,0.99909014
0.36069766,0.3926006,0.5229329,0.20306596,0.4964421,-0.004192952,0.47930947,0.40118518,0.99725014
0.50238675,0.49637654,0.5858847,0.16381545,0.5151014,-0.0058636293,0.473602,0.22389998,1.0055616
0.5360709,0.513526,0.56116956,0.19531754,0.50343156,0.002706714,0.5038497,0.31223086,0.996966
0.49491307,0.50532395,0.52339923,0.1898482,0.4975526,-0.011044558,0.4834966,0.4498039,0.9936796
0.46912992,0.45247,0.5754913,0.18492976,0.4819054,-0.000753317,0.47466758,0.21228002,0.99947286
