0,1,2,3,4,5,6,7,8,9
1.5162823,13.329209,3.5500507,1.4434992,73.15594,0.59468526,7.9407253,0.030794527,-0.037474807,1.0608401
1.5207211,13.074271,3.558149,0.89714843,72.449814,0.3170627,9.527458,-0.029370015,0.06437056,0.98187786
1.5180303,13.747853,3.6263576,1.2415501,72.52207,0.3801465,8.316919,0.20805523,0.0068678823,1.0167797
1.5210959,13.673444,3.8498712,1.0559815,71.55769,0.10107623,9.297729,0.54076546,-0.06999379,1.0178363
1.521161,13.357327,3.7050986,0.88717425,72.33592,0.2854122,9.50676,-0.029966425,0.023301536,1.0008827
1.5183735,13.210247,3.8423696,1.3135273,72.87783,0.5982345,8.093369,-0.10969957,0.007089507,1.0104262
1.5194945,13.782359,3.7144039,1.0573523,72.23817,0.29173076,8.85342,0.07193889,0.017388865,1.0051861
1.5187511,13.458711,3.5484886,1.1412487,72.79002,0.4149124,8.7644005,0.009246161,-0.0155707,1.0719944
1.517695,13.293746,3.7658405,1.2961792,72.609344,0.45642194,8.476397,0.11133717,0.026827844,1.0006202
1.5186542,12.943812,3.598451,1.2066817,72.56632,0.5194288,8.889264,0.014226637,0.034362216,0.9865931
1.5191536,13.509105,3.6883805,1.1295143,72.75086,0.48890942,8.502566,-0.06530402,0.021921134,0.98150617
1.5224539,13.324609,3.6857934,0.7721563,72.208885,0.1763126,9.823105,-0.009871981,0.0430308,1.0114951
1.5173582,13.680496,3.57776,1.3767972,72.67942,0.43815446,8.121572,0.08399959,-0.022789061,1.0333108
1.5173475,13.16471,3.550267,1.2096872,73.29549,0.622943,8.165319,-0.1682897,0.07026494,0.9739997
1.5198752,13.331691,3.6148884,1.0009216,72.75353,0.39051798,8.7849245,0.020407123,-0.0045346115,0.9901288
1.520783,13.342025,3.7937288,1.0056455,72.16432,0.2185517,9.519384,0.06419822,0.010333684,1.041727
1.5167544,13.424308,3.570391,1.3404653,72.8923,0.49327457,8.257302,0.12233786,0.03277425,1.0315745
1.5182859,13.485422,3.9825687,1.2293197,72.273544,0.3267458,8.461417,0.18232767,-0.0561926,1.0031222
