0,1,2,3,4,5,6,7,8,9,10
1.0,19.0,19.0,19.0,0.684,1.0,4.33,13.0,19.0,3.0,1
2.0,537.0,1074.0,268.5,0.51,0.534,49.82,548.0,574.0,11.0,1
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,1
160.0,286.0,45760.0,1.788,0.201,0.226,55.42,9199.0,10347.0,166.0,1
7.0,9.0,63.0,1.286,0.14300000000000002,0.238,9.0,9.0,15.0,1.0,1
27.0,4.0,108.0,0.14800000000000002,0.333,0.667,2.57,36.0,72.0,14.0,1
53.0,1.0,53.0,0.019,1.0,1.0,53.0,53.0,53.0,1.0,1
9.0,13.0,117.0,1.444,0.103,0.752,4.0,12.0,88.0,3.0,1
1.0,19.0,19.0,19.0,0.737,1.0,4.67,14.0,19.0,3.0,1
13.0,8.0,104.0,0.615,0.154,0.769,1.07,16.0,80.0,15.0,1
1.0,30.0,30.0,30.0,0.4,1.0,2.4,12.0,30.0,5.0,1
63.0,66.0,4158.0,1.048,0.491,0.591,44.37,2041.0,2458.0,46.0,1
1.0,13.0,13.0,13.0,1.0,1.0,13.0,13.0,13.0,1.0,1
2.0,17.0,34.0,8.5,0.588,0.971,6.67,20.0,33.0,3.0,1
2.0,536.0,1072.0,268.0,0.505,0.512,180.33,541.0,549.0,3.0,1
1.0,196.0,196.0,196.0,0.98,1.0,64.0,192.0,196.0,3.0,1
10.0,1.0,10.0,0.1,0.9,1.0,9.0,9.0,10.0,1.0,1
6.0,21.0,126.0,3.5,0.198,0.444,1.67,25.0,56.0,15.0,1
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,1
25.0,1.0,25.0,0.04,1.0,1.0,25.0,25.0,25.0,1.0,1
54.0,357.0,19278.0,6.6110000000000015,0.299,0.655,6.4,5766.0,12626.0,901.0,1
6.0,5.0,30.0,0.833,0.233,0.633,1.75,7.0,19.0,4.0,1
2.0,176.0,352.0,88.0,0.528,0.605,31.0,186.0,213.0,6.0,1
34.0,27.0,918.0,0.794,0.219,0.5539999999999999,3.09,201.0,509.0,65.0,1
1.0,42.0,42.0,42.0,0.19,1.0,1.6,8.0,42.0,5.0,1
5.0,7.0,35.0,1.4,0.229,0.6,2.67,8.0,21.0,3.0,1
2.0,536.0,1072.0,268.0,0.568,0.688,24.36,609.0,737.0,25.0,1
1.0,33.0,33.0,33.0,0.667,1.0,3.67,22.0,33.0,6.0,1
84.0,1.0,84.0,0.012,1.0,1.0,84.0,84.0,84.0,1.0,1
3.0,213.0,639.0,71.0,0.318,0.379,11.94,203.0,242.0,17.0,1
1.0,106.0,106.0,106.0,0.434,1.0,1.02,46.0,106.0,45.0,1
25.0,9.0,225.0,0.36,0.187,0.436,2.47,42.0,98.0,17.0,1
304.0,463.0,140752.0,1.523,0.063,0.121,3.91,8898.0,17081.0,2273.0,1
1.0,23.0,23.0,23.0,0.826,1.0,19.0,19.0,23.0,1.0,1
1.0,20.0,20.0,20.0,0.55,1.0,1.38,11.0,20.0,8.0,1
1.0,214.0,214.0,214.0,1.0,1.0,214.0,214.0,214.0,1.0,1
1.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,1.0,1
1.0,10.0,10.0,10.0,0.9,1.0,9.0,9.0,10.0,1.0,1
1.0,14.0,14.0,14.0,1.0,1.0,14.0,14.0,14.0,1.0,1
1.0,124.0,124.0,124.0,0.444,1.0,7.86,55.0,124.0,7.0,1
1.0,41.0,41.0,41.0,0.927,1.0,12.67,38.0,41.0,3.0,1
1.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,1.0,1
1.0,279.0,279.0,279.0,0.964,1.0,38.43,269.0,279.0,7.0,1
1.0,17.0,17.0,17.0,0.882,1.0,7.5,15.0,17.0,2.0,1
1.0,52.0,52.0,52.0,0.981,1.0,51.0,51.0,52.0,1.0,1
31.0,1.0,31.0,0.032,1.0,1.0,31.0,31.0,31.0,1.0,1
11.0,1.0,11.0,0.091,1.0,1.0,11.0,11.0,11.0,1.0,1
4.0,8.0,32.0,2.0,0.344,0.531,5.5,11.0,17.0,2.0,1
1.0,75.0,75.0,75.0,0.813,1.0,5.55,61.0,75.0,11.0,1
32.0,106.0,3392.0,3.313,0.198,0.395,4.56,671.0,1341.0,147.0,1
4.0,2.0,8.0,0.5,0.875,0.875,7.0,7.0,7.0,1.0,1
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,1
10.0,7.0,70.0,0.7,0.157,0.6,1.57,11.0,42.0,7.0,1
10.0,12.0,120.0,1.2,0.208,0.583,1.67,25.0,70.0,15.0,1
14.0,19.0,266.0,1.357,0.113,0.504,30.0,30.0,134.0,1.0,1
1.0,27.0,27.0,27.0,0.259,1.0,1.4,7.0,27.0,5.0,1
31.0,71.0,2201.0,2.29,0.159,0.29600000000000004,10.29,350.0,651.0,34.0,1
1.0,19.0,19.0,19.0,0.579,1.0,3.67,11.0,19.0,3.0,1
20.0,39.0,780.0,1.95,0.14,0.405,3.21,109.0,316.0,34.0,1
3.0,536.0,1608.0,178.67,0.341,0.353,61.0,549.0,567.0,9.0,1
1.0,28.0,28.0,28.0,0.536,1.0,3.0,15.0,28.0,5.0,1
1.0,147.0,147.0,147.0,0.8640000000000001,1.0,11.55,127.0,147.0,11.0,1
2.0,536.0,1072.0,268.0,0.537,0.622,24.0,576.0,667.0,24.0,1
118.0,105.0,12390.0,0.89,0.052000000000000005,0.105,3.33,642.0,1296.0,193.0,1
