0,1,2,3,4,5,6,7
0.5213709,0.4613285,0.4670807,0.47653297,0.5263263,0.78393835,0.5546712,-0.004775294
0.28063658,0.45823482,0.5106191,0.6163273,0.5791849,0.6956131,0.5742352,-0.004771807
0.7827056,0.56931126,0.4745667,0.49690822,0.56764346,0.787006,0.7818177,0.0028230764
0.7643691,0.5129906,0.4812692,0.49851257,0.5575915,0.78581595,0.788374,0.0014988251
0.35837734,0.55048484,0.4728088,0.5027808,0.5626951,0.7428746,0.7343554,-0.006632992
0.50121915,0.48085356,0.4774343,0.46520036,0.54939234,0.7879753,0.65590876,-0.0032557852
0.70907813,0.46919462,0.47398344,0.48138493,0.545348,0.78924084,0.84429216,0.0004380152
0.6289244,0.48795667,0.47867933,0.5191427,0.5499243,0.760222,0.8929027,-0.006000326
0.28206238,0.37607333,0.50435185,0.5936458,0.5582325,0.71362704,0.6414438,-0.003217059
0.37339482,0.41484028,0.48067492,0.5163627,0.5302885,0.743565,0.76656485,-0.011522697
0.34323603,0.480732,0.4877035,0.476954,0.5154863,0.76288897,0.48154694,0.0025031671
0.9157548,0.483846,0.47369915,0.49233067,0.58271873,0.8168569,1.0284374,-0.00010328437
0.61813855,0.5767629,0.46706432,0.47339943,0.54550034,0.77868783,0.6887402,-0.004196086
0.57210636,0.48898146,0.4901971,0.50163233,0.5539909,0.776995,0.81126463,0.0026753277
0.8516601,0.44751424,0.4761434,0.47744584,0.5769461,0.820281,0.9896564,-0.000928276
0.49272028,0.3801924,0.5083174,0.5748422,0.56226325,0.75334114,0.8959201,-0.003567363
0.48974267,0.40988067,0.473644,0.48111305,0.5345484,0.7697406,0.69410205,-0.008273364
0.8161164,0.5202777,0.46205464,0.4961246,0.52309906,0.7618478,0.82449377,0.0036137432
0.8208971,0.49515754,0.46612734,0.459906,0.5600138,0.83007795,0.9145282,-0.0012721352
