0,1,2,3,4,5,6,7,8
0.45388445,0.46607363,0.51728815,0.27186474,0.5020459,0.0072978865,0.5038816,0.34367657,1.0145181
0.2812007,0.537234,0.39155015,0.24248433,0.61240274,-0.15464169,0.83882743,0.30145437,1.0211554
0.45332503,0.45798385,0.5321565,0.27320892,0.5013381,-0.002538545,0.479746,0.36004817,0.9961719
0.47732413,0.3999881,0.5348036,0.19644937,0.5040071,0.00027452223,0.4604439,0.3058546,0.9944666
0.4879066,0.48950863,0.5560355,0.20471442,0.5162057,1.4638528e-05,0.49640605,0.33990747,0.996136
0.45140025,0.4496201,0.5442004,0.19095877,0.5154997,-0.0012649428,0.47424603,0.26644373,1.0002086
0.3974701,0.41439337,0.5138117,0.21721789,0.5421462,-0.0023234393,0.4845747,0.25500786,1.0005642
0.465541,0.47173682,0.54777724,0.23498769,0.4962817,0.0018183682,0.45937267,0.28498843,0.9994487
0.48319566,0.44128838,0.52474403,0.21276823,0.50853986,0.0044819545,0.52648646,0.33735946,1.0034937
0.3778825,0.39692286,0.4512592,0.23053615,0.49856037,-0.00032628886,0.48561507,0.35827893,1.0078863
0.41634184,0.38112253,0.49042892,0.22189984,0.47725287,-0.017063798,0.4762743,0.3314104,0.991724
0.42412207,0.37691805,0.4733186,0.26109248,0.4813354,-0.010264456,0.5328315,0.41376942,1.0017773
0.40722692,0.46435082,0.538383,0.24828205,0.49502045,0.0019098371,0.50011283,0.29376128,1.006805
0.3656355,0.40566558,0.44697922,0.12910256,0.5066074,-0.0035635317,0.6593951,0.1985472,1.0095696
0.43898755,0.46908432,0.5236126,0.21284835,0.5079279,0.009262633,0.49566522,0.36526966,1.0094129
0.47186056,0.4088242,0.55999243,0.19934796,0.49191687,-0.0033052843,0.45766917,0.20106308,0.9999593
0.43878293,0.44865543,0.5354226,0.28910893,0.5021315,-0.0011354033,0.5022827,0.37388682,0.9933102
0.46653336,0.38477993,0.52488506,0.26843682,0.5004373,-0.0019936766,0.50209,0.33757043,0.99789
0.44327092,0.5139471,0.52584887,0.29456005,0.50418633,0.0033204108,0.4706287,0.32459465,0.99717695
0.4476523,0.44632715,0.51843005,0.24655978,0.50834674,-0.0007474106,0.47347787,0.29409534,0.99974287
0.45583063,0.42619446,0.52635044,0.17833152,0.51820517,-0.007857783,0.47947285,0.34645268,1.006709
0.46394354,0.45118943,0.5390586,0.1932306,0.51256204,0.007026432,0.4779869,0.24532866,1.002759
0.47725016,0.4710723,0.54125875,0.21391325,0.50234044,-0.004076265,0.5071147,0.29834196,0.99961597
0.46599922,0.48823932,0.51539385,0.29029527,0.4973998,0.0021011531,0.51483184,0.34184602,0.99844563
0.4805647,0.4546635,0.53342754,0.252945,0.5144073,0.0069586765,0.46408004,0.3033187,1.0002588
0.4498206,0.44745687,0.52557266,0.26381138,0.4988818,0.0014982689,0.48635694,0.31431493,1.0037264
0.44376963,0.47334686,0.5496494,0.24573097,0.49663714,-0.0013450626,0.4837307,0.25490054,1.0073093
0.45339882,0.41392124,0.54731894,0.25537974,0.4790705,0.0021944493,0.47699457,0.35179976,1.0050797
0.44333893,0.46251747,0.5193916,0.28628784,0.4872697,0.0041082744,0.49394283,0.34229976,0.99757415
0.46378073,0.47355714,0.5267694,0.2813452,0.486526,0.01314546,0.4926946,0.32154632,0.995373
0.43579766,0.45824984,0.5218967,0.2111063,0.5341393,-0.0066940244,0.4656681,0.28374887,0.9959686
0.42336753,0.43066674,0.5217884,0.28521338,0.5056054,-0.008095374,0.47653708,0.24646562,1.0050913
0.4497734,0.3956666,0.5632672,0.21813329,0.48256865,0.016312867,0.49217755,0.38195026,0.99011534
0.4404432,0.4987269,0.50158674,0.26011133,0.5150137,0.0009825584,0.5150117,0.30041963,1.0027045
0.44764626,0.48827657,0.5292645,0.24586356,0.50607455,0.0025800727,0.5127553,0.31756482,1.0030895
0.41607994,0.41873625,0.46269393,0.29365844,0.49916688,-0.0138930585,0.48247236,0.42484072,1.0048465
0.44754156,0.51320696,0.52226,0.23085682,0.50223064,-0.0049802046,0.47734615,0.2836278,0.9992066
0.42700315,0.39375722,0.48852485,0.25785738,0.51436484,0.010107556,0.5006061,0.33264312,1.0039201
0.44678777,0.46344873,0.51568997,0.28903452,0.5090378,0.012057358,0.51401806,0.29302204,0.99960583
0.43869805,0.43595105,0.5487978,0.20177396,0.52403355,-0.0047854055,0.48097336,0.25233656,0.9954775
0.3583511,0.42970634,0.4553725,0.23564044,0.49780804,0.0069035757,0.4778382,0.34376082,1.0069773
0.4287097,0.49912918,0.54870754,0.27709445,0.4961213,-0.00076881796,0.48616824,0.2743126,1.0026473
0.44276822,0.41170648,0.51373696,0.22599332,0.5087261,-0.0004685428,0.48523572,0.30411547,1.0034994
0.44713047,0.4898294,0.53399134,0.28605404,0.50309545,-0.013397807,0.48834258,0.25145835,1.0073851
0.45339948,0.38664183,0.51831716,0.24906985,0.50372016,0.005606033,0.49595547,0.36714238,0.9996159
0.45802125,0.4633482,0.50113314,0.26098108,0.51457065,0.0011775363,0.50193447,0.31582314,1.0088537
0.435823,0.43195286,0.51571155,0.2975069,0.4969786,-0.0017694291,0.46145916,0.31699646,1.0049549
0.44294885,0.4023923,0.5557826,0.18372883,0.5017524,0.003520174,0.47212282,0.273375,1.0032356
