0,1,2,3,4,5,6,7,8,9,10
3.0,11.0,33.0,3.667,0.364,0.667,3.0,12.0,22.0,4.0,1
13.0,1.0,13.0,0.077,1.0,1.0,13.0,13.0,13.0,1.0,1
1.0,283.0,283.0,283.0,0.993,1.0,140.5,281.0,283.0,2.0,1
1.0,10.0,10.0,10.0,0.8,1.0,4.0,8.0,10.0,2.0,1
11.0,48.0,528.0,4.364,0.237,0.39,7.35,125.0,206.0,17.0,1
13.0,1.0,13.0,0.077,1.0,1.0,13.0,13.0,13.0,1.0,1
2.0,199.0,398.0,99.5,0.485,0.508,32.17,193.0,202.0,6.0,1
1.0,14.0,14.0,14.0,0.5,1.0,2.33,7.0,14.0,3.0,1
100.0,49.0,4900.0,0.49,0.093,0.4,1.77,458.0,1958.0,259.0,1
38.0,1.0,38.0,0.026,1.0,1.0,38.0,38.0,38.0,1.0,1
3.0,286.0,858.0,95.333,0.406,0.4270000000000001,87.0,348.0,366.0,4.0,1
2.0,536.0,1072.0,268.0,0.537,0.622,24.0,576.0,667.0,24.0,1
1.0,19.0,19.0,19.0,0.684,1.0,4.33,13.0,19.0,3.0,1
32.0,106.0,3392.0,3.313,0.198,0.395,4.56,671.0,1341.0,147.0,1
52.0,48.0,2496.0,0.923,0.138,0.248,7.67,345.0,619.0,45.0,1
4.0,5.0,20.0,1.25,0.35,0.8,2.33,7.0,16.0,3.0,1
54.0,1.0,54.0,0.019,1.0,1.0,54.0,54.0,54.0,1.0,1
304.0,463.0,140752.0,1.523,0.063,0.121,3.91,8898.0,17081.0,2273.0,1
1.0,65.0,65.0,65.0,0.6459999999999999,1.0,3.0,42.0,65.0,14.0,1
12.0,4.0,48.0,0.333,0.292,1.0,2.0,14.0,48.0,7.0,1
38.0,70.0,2660.0,1.842,0.059,0.062,19.63,157.0,165.0,8.0,1
1.0,19.0,19.0,19.0,0.632,1.0,4.0,12.0,19.0,3.0,1
2.0,537.0,1074.0,268.5,0.537,0.609,22.19,577.0,654.0,26.0,1
29.0,32.0,928.0,1.103,0.4320000000000001,0.6890000000000001,6.27,401.0,639.0,64.0,1
1.0,147.0,147.0,147.0,0.8640000000000001,1.0,11.55,127.0,147.0,11.0,1
84.0,1.0,84.0,0.012,1.0,1.0,84.0,84.0,84.0,1.0,1
1.0,46.0,46.0,46.0,0.7829999999999999,1.0,12.0,36.0,46.0,3.0,1
7.0,1.0,7.0,0.14300000000000002,1.0,1.0,7.0,7.0,7.0,1.0,1
2.0,22.0,44.0,11.0,0.705,0.8640000000000001,15.5,31.0,38.0,2.0,1
1.0,9.0,9.0,9.0,0.889,1.0,8.0,8.0,9.0,1.0,1
1.0,117.0,117.0,117.0,0.974,1.0,38.0,114.0,117.0,3.0,1
31.0,105.0,3255.0,3.387,0.242,0.456,4.89,787.0,1485.0,161.0,1
1.0,32.0,32.0,32.0,0.7190000000000001,1.0,5.75,23.0,32.0,4.0,1
11.0,427.0,4697.0,38.81800000000001,0.5660000000000001,0.57,189.79,2657.0,2676.0,14.0,1
1.0,84.0,84.0,84.0,0.917,1.0,19.25,77.0,84.0,4.0,1
6.0,5.0,30.0,0.833,0.3670000000000001,1.0,2.2,11.0,30.0,5.0,1
13.0,5.0,65.0,0.385,0.123,0.5379999999999999,8.0,8.0,35.0,1.0,1
85.0,69.0,5865.0,0.812,0.165,0.441,1.44,969.0,2588.0,674.0,1
34.0,27.0,918.0,0.794,0.219,0.5539999999999999,3.09,201.0,509.0,65.0,1
7.0,47.0,329.0,6.714,0.158,0.289,5.78,52.0,95.0,9.0,1
9.0,17.0,153.0,1.889,0.14400000000000002,0.458,3.14,22.0,70.0,7.0,1
187.0,141.0,26367.0,0.754,0.415,0.884,4.69,10947.0,23301.0,2333.0,1
68.0,34.0,2312.0,0.5,0.224,0.526,2.44,519.0,1215.0,213.0,1
11.0,1.0,11.0,0.091,1.0,1.0,11.0,11.0,11.0,1.0,1
1.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,1.0,1
63.0,79.0,4977.0,1.254,0.338,0.345,186.78,1681.0,1718.0,9.0,1
